a_level	b_level	c_level	description	ko_number
Environmental Information Processing	Signal transduction	Ras signaling pathway	RAB5B; Ras-related protein Rab-5B	K07888
Environmental Information Processing	Signal transduction	Ras signaling pathway	RAB5C; Ras-related protein Rab-5C	K07889
Environmental Information Processing	Signal transduction	Ras signaling pathway	ARF6; ADP-ribosylation factor 6	K07941
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	DOCK4; dedicator of cytokinesis protein 4	K17697
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	F2R, PAR1; coagulation factor II (thrombin) receptor	K03914
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	F2RL3, PAR4; coagulation factor II (thrombin) receptor-like 3	K04236
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	P2RY1; P2Y purinoceptor 1	K04270
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	FPR1; formyl peptide receptor 1	K04172
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	LPAR1, EDG2; lysophosphatidic acid receptor 1	K04289
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	LPAR2, EDG4; lysophosphatidic acid receptor 2	K04291
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	LPAR3, EDG7; lysophosphatidic acid receptor 3	K04294
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	LPAR4, GPR23; lysophosphatidic acid receptor 4	K04275
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	LPAR5, GPR92; lysophosphatidic acid receptor 5	K08390
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ADORA2A, ADOR; adenosine receptor A2a	K04266
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ADORA2B; adenosine receptor A2b	K04267
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	GNAS; guanine nucleotide-binding protein G(s) subunit alpha	K04632
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	RAPGEF3, EPAC1; Rap guanine nucleotide exchange factor 3	K08014
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	RAPGEF4, EPAC2; Rap guanine nucleotide exchange factor 4	K04351
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	GNAQ; guanine nucleotide-binding protein G(q) subunit alpha	K04634
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	RAPGEF1, GRF2; Rap guanine nucleotide exchange factor 1	K06277
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	BCAR1, CAS; breast cancer anti-estrogen resistance 1	K05726
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	CDH1, CDHE, CD324; cadherin 1, type 1, E-cadherin	K05689
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	CTNNB1; catenin beta 1	K02105
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	AIP3, WWP3, BAIAP1; atrophin-1 interacting protein 3 (BAI1-associated protein 1)	K05631
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	AIP1; atrophin-1 interacting protein 1	K05629
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	MAGI3; membrane-associated guanylate kinase-related	K06112
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	RAPGEF6, PDZGEF2; Rap guanine nucleotide exchange factor 6	K08020
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	FYB, ADAP; FYN binding protein	K17698
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	LCP2; lymphocyte cytosolic protein 2	K07361
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	SKAP1, SKAP55; src kinase associated phosphoprotein 1	K17699
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	PKD; protein kinase D	K06070
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	DRD2; dopamine receptor D2	K04145
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	CNR1; cannabinoid receptor 1	K04277
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	GNAI; guanine nucleotide-binding protein G(i) subunit alpha	K04630
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	GNAO, G-ALPHA-O; guanine nucleotide-binding protein G(o) subunit alpha	K04534
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	RAP1GAP, RAPGAP; RAP1 GTPase activating protein 1	K17700
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	SIPA1L1, E6TP1; signal-induced proliferation-associated 1 like protein 1	K17701
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	SIPA1; signal-induced proliferation-associated gene 1	K08013
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	SIPA1L2, SPAL2; signal-induced proliferation-associated 1 like protein 2	K17702
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	SIPA1L3, SPAL3; signal-induced proliferation-associated 1 like protein 3	K17703
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ID1; DNA-binding protein inhibitor ID1	K04680
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	THBS1; thrombospondin 1	K16857
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	APBB1IP, RIAM; amyloid beta A4 precursor protein-binding family B member 1-interacting protein	K17704
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	TLN; talin	K06271
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ITGA2B, CD41; integrin alpha 2B	K06476
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ITGB3, CD61; integrin beta 3	K06493
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	VASP; vasodilator-stimulated phosphoprotein	K06274
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ENAH, MENA; enabled	K05746
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	EVL; Ena/VASP-like protein	K23487
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ACTB_G1; actin beta/gamma 1	K05692
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ARAP3; Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3	K12490
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	FARP2, FRG; FERM, RhoGEF and pleckstrin domain protein 2	K06082
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	VAV; guanine nucleotide exchange factor VAV	K05730
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	PARD3; partitioning defective protein 3	K04237
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	PARD6; partitioning defective protein 6	K06093
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	PRKCZ; atypical protein kinase C zeta type	K18952
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	PRKCI; atypical protein kinase C iota type	K06069
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	CTNND1; catenin (cadherin-associated protein), delta 1	K05690
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	KRIT1; Krev interaction trapped protein 1	K17705
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	RGS14; regulator of G-protein signaling 14	K17706
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ITGAL, CD11a; integrin alpha L	K05718
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ITGAM, CD11b; integrin alpha M	K06461
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ITGB2, CD18; integrin beta 2	K06464
Environmental Information Processing	Signal transduction	Rap1 signaling pathway	ITGB1, CD29; integrin beta 1	K05719
Environmental Information Processing	Signal transduction	Wnt signaling pathway	PORCN; O-palmitoleoyl transferase	K00181
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT1; wingless-type MMTV integration site family, member 1	K03209
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT2; wingless-type MMTV integration site family, member 2	K00182
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT3; wingless-type MMTV integration site family, member 3	K00312
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT4; wingless-type MMTV integration site family, member 4	K00408
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT5; wingless-type MMTV integration site family, member 5	K00444
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT6; wingless-type MMTV integration site family, member 6	K00445
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT7; wingless-type MMTV integration site family, member 7	K00572
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT8; wingless-type MMTV integration site family, member 8	K00714
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT9; wingless-type MMTV integration site family, member 9	K01064
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT10; wingless-type MMTV integration site family, member 10	K01357
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT11; wingless-type MMTV integration site family, member 11	K01384
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WNT16; wingless-type MMTV integration site family, member 16	K01558
Environmental Information Processing	Signal transduction	Wnt signaling pathway	CER1; cerberus 1	K01645
Environmental Information Processing	Signal transduction	Wnt signaling pathway	NOTUM; O-palmitoleoyl-L-serine hydrolase	K19882
Environmental Information Processing	Signal transduction	Wnt signaling pathway	WIF1; WNT inhibitory factor 1	K01691
Environmental Information Processing	Signal transduction	Wnt signaling pathway	SERPINF1, PEDF; pigment epithelium-derived factor	K19614
Environmental Information Processing	Signal transduction	Wnt signaling pathway	SOST; sclerostin	K16834
Environmental Information Processing	Signal transduction	Wnt signaling pathway	DKK; dickkopf	K02165
Environmental Information Processing	Signal transduction	Wnt signaling pathway	SFRP1; secreted frizzled-related protein 1	K02166
Environmental Information Processing	Signal transduction	Wnt signaling pathway	SFRP2; secreted frizzled-related protein 2	K02176
Environmental Information Processing	Signal transduction	Wnt signaling pathway	SFRP4; secreted frizzled-related protein 4	K02185
Environmental Information Processing	Signal transduction	Wnt signaling pathway	SFRP5; secreted frizzled-related protein 5	K02222
Environmental Information Processing	Signal transduction	Wnt signaling pathway	DALLY; dally	K02306
Environmental Information Processing	Signal transduction	Wnt signaling pathway	RSPO1; R-spondin 1	K19471
Environmental Information Processing	Signal transduction	Wnt signaling pathway	RSPO2; R-spondin 2	K23097
